mahalle,brut_alan_m2,net_alan_m2,oda_sayisi,bina_kat_sayisi,dairenin_bulundugu_kat,bina_yas,isitma_turu,banyo_sayisi,balkon,asansor,otopark,esya_durumu,site_icinde,sahibi,aidat,depozito,fiyat
47,100.0,95.0,2,12.0,13,5,4,1.0,1,1,1,1,1,0,500,0,30000.0
25,50.0,45.0,0,4.0,0,7,5,1.0,1,1,3,1,0,0,0,0,17800.0
8,80.0,70.0,2,4.0,17,10,11,1.0,1,0,1,0,0,0,0,0,12000.0
0,190.0,180.0,4,5.0,6,3,4,1.0,1,1,3,1,0,0,0,0,20000.0
10,210.0,160.0,7,2.0,6,3,4,3.0,1,0,1,0,0,0,0,45000,45000.0
14,130.0,120.0,4,5.0,6,8,4,1.0,1,0,3,0,0,0,100,15000,15000.0
49,95.0,85.0,2,12.0,13,3,4,1.0,1,1,1,1,1,0,400,25000,25000.0
10,100.0,95.0,2,3.0,0,1,4,2.0,1,0,3,1,0,0,0,0,25000.0
14,350.0,280.0,7,5.0,9,3,5,3.0,1,1,1,0,0,0,1100,70000,70000.0
29,220.0,200.0,4,3.0,0,10,5,2.0,1,1,2,0,1,0,1500,40000,40000.0
34,110.0,100.0,2,7.0,17,2,11,1.0,1,1,1,0,0,0,100,16000,15000.0
45,145.0,135.0,4,4.0,6,6,11,1.0,1,0,1,0,0,0,100,20000,20000.0
17,200.0,180.0,8,3.0,6,10,4,2.0,1,0,1,0,0,0,0,0,25000.0
29,155.0,150.0,4,9.0,7,3,4,1.0,1,1,1,0,1,0,750,25000,25000.0
33,140.0,120.0,2,4.0,6,5,11,1.0,1,0,1,0,0,0,250,30000,15000.0
39,180.0,160.0,10,4.0,8,3,4,2.0,1,1,1,1,0,1,150,75000,25000.0
30,120.0,115.0,4,7.0,6,2,5,1.0,1,1,1,0,0,0,200,15000,15000.0
25,75.0,70.0,0,3.0,0,10,4,1.0,0,0,3,1,0,1,200,5000,13000.0
20,165.0,155.0,4,3.0,0,2,4,1.0,1,1,1,0,0,0,150,15750,15750.0
1,330.0,280.0,6,7.0,11,2,5,2.0,1,1,1,0,0,0,500,0,61000.0
31,95.0,90.0,2,4.0,8,2,4,1.0,1,0,1,0,0,0,0,18000,18000.0
47,110.0,100.0,2,4.0,0,2,4,1.0,1,1,1,1,0,0,450,0,28000.0
17,180.0,150.0,4,2.0,21,10,4,2.0,1,0,1,0,0,0,0,0,31000.0
1,135.0,125.0,2,4.0,0,6,11,1.0,1,0,1,0,0,0,0,19500,19500.0
29,196.0,174.0,4,7.0,11,2,4,2.0,1,1,1,1,0,0,0,0,29250.0
22,90.0,80.0,2,4.0,0,10,4,1.0,1,1,1,0,0,0,0,18000,18000.0
17,200.0,170.0,4,2.0,6,6,4,1.0,1,0,1,0,1,0,1400,30000,30000.0
20,120.0,110.0,2,3.0,0,2,4,1.0,1,0,1,0,0,0,150,15000,15000.0
47,135.0,130.0,4,4.0,6,2,5,1.0,1,1,1,0,0,0,200,25000,25000.0
13,155.0,145.0,4,4.0,8,10,4,1.0,1,1,1,0,0,0,200,40000,20000.0
49,120.0,110.0,2,5.0,7,10,5,2.0,1,1,1,1,0,0,500,70000,32000.0
13,50.0,40.0,0,11.0,19,5,4,1.0,0,1,1,0,0,0,0,0,10500.0
47,150.0,135.0,2,9.0,14,3,5,1.0,1,1,1,1,1,0,1300,0,20000.0
24,150.0,140.0,4,4.0,6,10,4,1.0,1,1,1,0,0,0,0,19500,20000.0
31,100.0,90.0,2,5.0,8,7,4,1.0,1,1,1,0,0,1,100,14000,14000.0
37,107.0,102.0,4,6.0,7,7,5,1.0,1,1,1,1,0,0,200,0,25000.0
49,180.0,170.0,4,2.0,0,2,5,1.0,1,0,3,0,0,0,200,0,40000.0
46,85.0,80.0,2,5.0,7,10,4,1.0,0,1,1,1,0,0,0,0,22500.0
14,120.0,110.0,4,4.0,8,8,4,1.0,1,0,0,0,0,1,0,0,14000.0
17,90.0,82.0,2,2.0,0,10,4,1.0,1,0,1,1,0,0,0,0,26000.0
29,120.0,110.0,2,4.0,0,3,4,1.0,1,1,3,0,0,0,0,15000,16000.0
40,168.0,145.0,0,6.0,10,3,5,1.0,1,1,1,0,1,0,350,17000,15000.0
17,95.0,85.0,2,7.0,6,2,5,1.0,1,1,1,1,0,0,800,0,30000.0
17,95.0,85.0,2,2.0,0,10,11,2.0,1,0,3,0,0,0,1000,20000,20000.0
1,200.0,180.0,4,7.0,9,3,3,1.0,1,1,1,1,0,1,600,40000,36000.0
47,120.0,110.0,6,2.0,19,10,4,1.0,1,0,1,1,0,0,0,0,35000.0
34,115.0,110.0,2,4.0,8,5,1,1.0,1,0,1,0,0,0,0,14000,14000.0
49,230.0,210.0,8,13.0,3,5,4,2.0,1,1,1,0,1,0,0,0,30000.0
17,100.0,90.0,2,2.0,6,5,4,1.0,1,0,1,1,0,0,100,50000,25000.0
39,135.0,110.0,4,3.0,7,3,4,1.0,1,0,1,0,0,0,0,0,16000.0
25,200.0,180.0,4,2.0,6,8,4,1.0,1,0,3,0,0,0,50,20000,22000.0
17,170.0,150.0,4,8.0,10,2,4,1.0,1,1,0,0,1,0,1000,32500,30000.0
39,145.0,140.0,4,4.0,6,2,4,1.0,1,0,1,0,0,0,0,15500,15500.0
12,160.0,145.0,4,10.0,7,3,4,1.0,1,1,1,0,0,0,1000,50000,30000.0
23,120.0,110.0,2,6.0,8,5,4,1.0,1,1,3,0,0,0,0,14000,14000.0
3,145.0,130.0,4,4.0,7,5,11,1.0,1,0,1,0,0,0,100,15000,15000.0
0,120.0,100.0,2,4.0,19,2,11,1.0,1,1,1,0,0,0,100,12000,12000.0
6,120.0,110.0,2,5.0,17,1,4,1.0,1,1,1,1,0,0,0,46000,23000.0
48,90.0,85.0,2,3.0,0,5,4,1.0,1,0,3,1,0,0,50,15000,12000.0
14,140.0,120.0,4,5.0,6,8,9,1.0,1,0,3,0,0,0,0,15000,16000.0
17,50.0,45.0,0,3.0,0,1,4,1.0,1,1,3,1,0,0,0,25000,25000.0
11,105.0,95.0,2,3.0,7,3,11,1.0,1,0,1,0,0,0,0,13000,13000.0
3,150.0,145.0,4,7.0,10,3,4,1.0,1,1,1,1,0,0,250,25000,25000.0
29,200.0,185.0,4,9.0,10,2,4,2.0,1,1,1,0,0,0,0,0,26500.0
24,95.0,80.0,2,5.0,6,10,4,1.0,1,1,1,0,0,0,0,15000,15000.0
47,250.0,240.0,8,4.0,8,2,4,2.0,1,1,1,0,0,0,0,0,23000.0
12,165.0,145.0,4,11.0,6,3,5,1.0,1,1,1,1,1,0,0,0,40000.0
17,55.0,50.0,0,4.0,17,10,4,1.0,0,1,2,1,0,0,1950,22500,22500.0
22,85.0,75.0,2,4.0,19,10,4,1.0,0,1,2,0,1,0,200,12500,12500.0
12,150.0,130.0,4,8.0,14,10,10,2.0,1,1,2,0,1,1,2500,0,50000.0
6,75.0,65.0,2,4.0,17,9,5,1.0,1,1,1,1,0,0,150,50000,25000.0
49,120.0,100.0,4,4.0,0,5,4,1.0,1,1,1,0,0,0,0,50000,26000.0
3,100.0,90.0,2,5.0,8,6,4,1.0,1,0,1,1,0,1,50,18000,18000.0
20,90.0,85.0,2,4.0,0,2,11,1.0,1,0,1,0,0,0,100,11000,11000.0
47,120.0,110.0,2,4.0,0,10,4,1.0,1,1,1,1,0,0,450,0,28000.0
17,55.0,50.0,0,2.0,17,10,4,1.0,1,1,1,0,0,0,1000,18000,18000.0
22,140.0,120.0,4,5.0,6,10,5,1.0,1,1,1,0,0,1,250,20000,20000.0
12,170.0,160.0,4,9.0,6,5,4,1.0,1,1,1,0,1,0,2300,30000,28000.0
25,80.0,70.0,2,3.0,0,5,4,1.0,1,0,1,0,0,0,0,0,14000.0
15,65.0,60.0,0,6.0,0,10,5,1.0,0,0,3,1,0,0,0,0,14250.0
2,65.0,55.0,0,4.0,7,5,4,1.0,0,1,3,1,0,0,150,14500,14500.0
6,170.0,160.0,4,5.0,7,0,5,2.0,1,1,2,0,1,0,1200,35000,35000.0
15,110.0,100.0,2,3.0,6,6,4,1.0,1,0,1,0,0,0,100,12500,12500.0
49,165.0,160.0,4,9.0,0,2,11,2.0,1,1,1,0,1,0,2000,23000,23000.0
6,85.0,80.0,2,6.0,6,8,4,1.0,1,1,3,1,0,0,0,0,25250.0
17,120.0,100.0,2,7.0,9,2,4,1.0,1,1,1,0,1,0,0,15000,17000.0
10,60.0,55.0,0,4.0,17,2,5,1.0,1,1,3,1,0,0,0,0,17800.0
17,85.0,80.0,2,2.0,0,10,4,1.0,1,0,3,0,0,0,100,15000,15000.0
17,85.0,75.0,2,2.0,20,4,5,1.0,1,0,3,0,0,1,700,30000,22500.0
30,135.0,115.0,4,4.0,6,10,4,2.0,1,1,1,0,0,0,200,20000,20000.0
5,130.0,110.0,4,4.0,0,5,4,1.0,1,0,1,0,0,0,100,17000,16000.0
17,130.0,120.0,4,5.0,7,2,5,1.0,1,1,1,0,0,0,600,25000,25000.0
15,125.0,110.0,2,3.0,7,3,11,2.0,1,0,3,0,0,0,0,0,14000.0
19,105.0,100.0,2,7.0,11,5,4,1.0,1,1,1,1,0,0,0,0,85250.0
24,110.0,90.0,4,4.0,17,10,5,1.0,1,1,1,1,0,0,0,23000,19500.0
17,110.0,100.0,2,2.0,14,0,10,2.0,1,1,2,1,1,0,0,100000,55000.0
11,75.0,70.0,2,4.0,8,0,4,1.0,1,1,1,0,0,0,0,16000,16000.0
1,110.0,90.0,2,5.0,19,10,4,2.0,1,1,2,1,0,0,200,21000,21000.0
47,150.0,130.0,2,3.0,14,10,4,3.0,1,0,1,1,0,0,0,38000,200000.0
17,145.0,130.0,4,9.0,10,3,4,1.0,1,1,1,0,0,0,400,25000,25000.0
16,180.0,160.0,6,1.0,17,2,2,2.0,1,0,1,0,0,0,0,0,13000.0
13,100.0,90.0,2,5.0,9,2,4,1.0,1,1,3,0,0,0,50,12000,12000.0
47,250.0,230.0,4,3.0,6,10,5,2.0,1,1,2,1,1,0,0,0,200000.0
17,50.0,45.0,0,4.0,0,4,4,1.0,1,1,2,0,1,0,300,22000,22000.0
47,200.0,180.0,4,8.0,10,2,5,2.0,1,1,1,1,1,0,300,60000,38000.0
1,240.0,220.0,6,4.0,8,1,4,3.0,1,1,1,1,0,0,0,50000,40000.0
17,60.0,50.0,0,3.0,6,1,4,1.0,0,0,3,1,0,0,0,17000,17000.0
12,170.0,160.0,4,10.0,13,3,5,2.0,1,1,1,0,0,0,850,75000,75000.0
3,160.0,145.0,4,6.0,9,3,5,1.0,1,1,1,1,0,0,0,0,25000.0
48,145.0,135.0,4,4.0,6,5,4,1.0,1,0,3,0,0,0,0,17000,16000.0
17,55.0,48.0,0,2.0,0,9,4,1.0,0,0,1,1,0,0,0,500,15000.0
17,145.0,130.0,4,2.0,6,10,4,1.0,1,1,3,0,0,0,450,21000,21000.0
22,280.0,250.0,10,4.0,8,10,4,4.0,1,1,1,0,0,0,0,30000,30000.0
49,280.0,220.0,6,10.0,1,3,4,3.0,1,1,1,1,0,0,0,0,33000.0
17,200.0,170.0,6,3.0,7,3,5,2.0,1,0,1,1,1,0,700,0,120000.0
34,65.0,50.0,0,4.0,8,6,4,1.0,1,0,1,0,0,0,0,11000,11000.0
12,95.0,90.0,2,10.0,10,10,4,1.0,1,1,1,1,0,0,500,25000,25000.0
35,150.0,130.0,4,4.0,8,6,4,1.0,1,1,3,0,0,0,0,20000,20000.0
17,120.0,100.0,2,2.0,6,3,11,1.0,1,0,1,0,0,0,0,17000,16000.0
20,110.0,100.0,2,4.0,0,10,11,2.0,1,1,1,1,0,1,0,0,18000.0
17,55.0,50.0,0,3.0,14,1,4,1.0,1,1,1,0,1,0,950,15000,15000.0
47,120.0,110.0,2,7.0,8,10,4,1.0,1,1,1,1,1,0,1200,0,28000.0
0,125.0,115.0,2,4.0,7,5,4,1.0,1,0,3,1,0,0,150,20000,17250.0
34,80.0,75.0,0,4.0,17,8,5,1.0,1,0,1,1,0,0,100,15000,15000.0
43,40.0,35.0,0,4.0,7,10,4,1.0,0,0,3,1,0,0,50,500,10750.0
16,80.0,75.0,1,3.0,21,2,4,1.0,1,0,3,1,0,0,50,500,10750.0
38,100.0,90.0,1,4.0,6,2,4,1.0,1,0,3,1,0,0,50,500,12500.0
20,100.0,90.0,2,4.0,8,2,11,1.0,1,0,3,0,0,0,0,12000,12000.0
8,240.0,230.0,8,3.0,7,10,5,1.0,1,0,1,1,0,0,50,18000,18000.0
13,135.0,120.0,4,11.0,10,3,4,1.0,1,1,1,0,1,1,500,25000,15000.0
17,115.0,110.0,4,7.0,8,3,4,2.0,1,1,1,1,1,0,0,0,24700.0
17,65.0,60.0,0,2.0,6,10,4,1.0,1,1,1,1,1,0,250,18000,18000.0
22,100.0,90.0,2,4.0,8,7,4,1.0,1,1,1,1,0,0,0,0,18000.0
49,180.0,160.0,4,8.0,12,6,5,2.0,1,1,1,0,0,0,0,60000,53000.0
18,145.0,130.0,4,4.0,8,2,11,3.0,1,1,1,0,0,0,750,25000,25000.0
39,140.0,135.0,4,5.0,7,2,4,1.0,1,0,1,0,1,0,0,0,15000.0
31,125.0,120.0,4,5.0,9,2,4,2.0,1,1,1,0,0,0,0,12000,12000.0
1,125.0,120.0,4,5.0,6,6,4,1.0,1,0,1,1,0,0,0,0,21700.0
17,45.0,40.0,0,1.0,0,1,4,1.0,0,0,1,1,0,0,200,30000,15000.0
17,80.0,70.0,2,6.0,14,2,11,1.0,1,1,1,0,1,0,900,22500,22500.0
12,80.0,70.0,2,2.0,17,2,4,1.0,1,1,3,1,0,0,0,42000,21000.0
34,130.0,120.0,4,4.0,6,5,11,1.0,1,0,1,0,0,0,100,13500,12500.0
24,85.0,80.0,2,4.0,19,10,4,1.0,1,1,1,1,0,0,0,15000,15000.0
17,85.0,65.0,0,3.0,14,2,5,1.0,1,0,1,1,1,0,1000,20000,15000.0
12,110.0,105.0,2,4.0,6,10,5,1.0,1,1,1,1,0,0,2500,35000,33000.0
22,80.0,75.0,2,1.0,19,2,4,1.0,1,1,1,0,0,1,50,25000,11000.0
43,165.0,140.0,4,7.0,10,3,11,1.0,1,1,1,0,0,0,0,16000,16000.0
17,105.0,90.0,2,2.0,18,5,4,1.0,1,0,1,1,1,1,0,0,18000.0
17,140.0,125.0,4,7.0,0,3,4,1.0,1,1,1,1,0,0,300,20000,25000.0
24,80.0,70.0,2,4.0,6,3,4,1.0,1,1,1,0,0,0,0,0,15000.0
19,100.0,85.0,2,4.0,0,5,4,1.0,1,1,1,1,0,1,50,19000,32000.0
49,160.0,145.0,4,2.0,6,6,4,1.0,1,0,3,1,1,0,0,0,30000.0
47,120.0,110.0,2,10.0,13,10,10,2.0,1,1,0,0,1,0,3000,55000,55000.0
14,145.0,135.0,6,5.0,6,6,4,1.0,1,1,1,0,0,0,0,25000,25000.0
49,55.0,50.0,0,2.0,6,3,4,1.0,1,0,1,1,0,1,0,10000,25000.0
17,210.0,200.0,6,9.0,0,2,5,2.0,1,1,1,1,0,0,0,0,38000.0
49,160.0,155.0,2,12.0,14,3,4,2.0,1,1,0,0,1,0,2000,45000,45000.0
34,150.0,130.0,4,3.0,0,6,4,1.0,1,0,3,0,0,0,100,15000,15000.0
22,110.0,100.0,4,7.0,9,2,4,1.0,1,1,1,0,1,0,0,60000,20000.0
33,100.0,90.0,2,5.0,7,10,4,2.0,1,1,1,1,0,0,0,75000,25000.0
12,100.0,75.0,2,4.0,0,5,4,1.0,1,0,3,1,0,0,0,22000,22000.0
29,180.0,170.0,4,10.0,11,3,4,3.0,1,1,1,1,1,0,1000,30000,30000.0
40,60.0,48.0,0,8.0,17,2,4,1.0,0,1,0,0,0,0,200,13500,13500.0
47,160.0,150.0,4,10.0,8,2,5,1.0,1,1,1,1,1,0,0,0,32500.0
17,90.0,85.0,2,4.0,19,2,4,2.0,1,1,1,1,1,0,1000,35000,30000.0
31,120.0,100.0,2,4.0,6,5,4,1.0,1,0,1,0,0,0,100,14000,12000.0
22,135.0,130.0,4,4.0,8,0,4,1.0,1,1,2,0,0,0,150,16000,16000.0
18,115.0,110.0,2,7.0,6,2,4,2.0,1,1,1,0,1,0,0,0,30000.0
11,140.0,135.0,0,3.0,19,3,11,1.0,1,0,1,0,0,0,0,9500,15000.0
17,100.0,95.0,2,2.0,0,7,4,2.0,1,0,1,1,1,0,1000,25000,30000.0
5,120.0,115.0,2,3.0,7,6,4,1.0,1,0,3,0,0,0,50,35000,17500.0
17,120.0,100.0,2,2.0,6,0,10,2.0,1,0,1,1,0,0,20,15000,27500.0
13,95.0,80.0,2,4.0,19,10,4,1.0,1,1,1,1,0,0,0,17000,17000.0
3,75.0,65.0,0,5.0,7,10,4,1.0,1,1,1,1,0,0,0,0,13000.0
30,95.0,90.0,2,4.0,6,2,4,1.0,1,1,1,0,0,0,200,16000,16000.0
24,90.0,78.0,2,4.0,8,2,4,1.0,1,0,1,0,0,0,0,16000,14500.0
41,135.0,125.0,4,4.0,6,2,4,1.0,1,1,1,0,0,0,0,13000,13000.0
49,85.0,75.0,2,5.0,0,10,4,2.0,1,1,3,0,0,0,1000,0,19000.0
3,150.0,140.0,4,10.0,8,3,4,1.0,1,1,1,0,0,0,0,16000,17000.0
32,45.0,40.0,0,5.0,9,2,4,1.0,1,0,1,1,0,0,100,15000,15000.0
39,140.0,130.0,4,4.0,8,4,6,1.0,1,1,1,1,0,0,0,0,26000.0
43,50.0,40.0,0,4.0,6,10,4,1.0,0,0,3,1,0,0,0,500,10750.0
38,100.0,90.0,1,4.0,17,0,4,1.0,1,0,3,1,0,0,50,500,10750.0
45,190.0,175.0,4,4.0,6,8,4,1.0,1,0,1,0,0,0,300,30000,24000.0
22,150.0,140.0,4,4.0,7,9,4,1.0,1,1,0,1,0,0,200,21000,21000.0
0,95.0,90.0,0,5.0,19,7,4,1.0,1,1,1,0,0,0,0,0,14000.0
47,95.0,90.0,2,2.0,0,2,4,2.0,1,0,3,0,0,0,0,28000,28000.0
40,190.0,180.0,4,9.0,9,5,5,2.0,1,1,1,0,0,0,1100,30000,30000.0
20,100.0,90.0,2,3.0,7,10,4,1.0,1,0,1,1,0,0,100,20000,20000.0
17,85.0,80.0,2,2.0,6,10,4,2.0,1,0,1,1,1,0,1200,50000,25000.0
33,125.0,120.0,4,5.0,7,5,4,1.0,1,0,3,0,0,0,0,14500,13000.0
25,65.0,60.0,0,4.0,6,10,4,1.0,0,1,3,1,0,0,0,0,14800.0
17,45.0,40.0,0,1.0,19,1,4,1.0,1,0,1,1,0,0,200,30000,15000.0
17,60.0,50.0,0,3.0,14,4,4,1.0,1,1,2,1,1,0,0,0,20000.0
34,60.0,50.0,0,6.0,7,9,5,1.0,1,1,3,1,0,1,1,20000,18900.0
43,70.0,65.0,0,7.0,7,5,4,1.0,0,1,3,1,0,1,100,30000,14500.0
14,250.0,220.0,6,6.0,7,2,10,2.0,1,1,2,0,0,0,0,180000,90000.0
17,105.0,100.0,2,3.0,7,10,4,1.0,1,1,2,1,1,0,500,27500,27500.0
37,130.0,120.0,4,7.0,0,6,4,1.0,1,1,3,0,0,1,0,20500,20500.0
36,55.0,50.0,0,8.0,9,0,4,1.0,1,1,1,1,0,0,1250,17000,17000.0
17,110.0,100.0,2,3.0,7,5,4,1.0,1,0,3,1,0,0,100,22000,22000.0
17,65.0,60.0,0,8.0,0,10,4,1.0,0,1,1,0,1,0,1000,16000,16000.0
22,140.0,130.0,4,4.0,6,10,5,1.0,1,1,1,1,0,0,200,15000,18500.0
28,150.0,140.0,4,8.0,10,6,11,1.0,1,1,3,0,0,0,0,0,15000.0
17,135.0,130.0,4,2.0,0,10,4,1.0,1,0,3,0,0,0,150,20000,20000.0
29,130.0,105.0,4,9.0,13,3,4,1.0,1,1,1,1,1,0,600,65000,21500.0
5,70.0,65.0,2,3.0,14,6,11,1.0,0,0,3,0,0,0,50,24000,12000.0
1,240.0,230.0,6,5.0,9,1,4,3.0,1,1,1,1,1,1,0,80000,40000.0
14,110.0,100.0,2,4.0,7,6,4,1.0,1,1,1,0,0,0,0,20000,20000.0
13,90.0,85.0,2,4.0,8,10,4,1.0,1,0,3,0,0,0,50,12000,12000.0
37,120.0,110.0,2,5.0,0,5,4,1.0,1,1,1,0,0,0,0,30000,15000.0
45,83.0,75.0,2,3.0,0,0,5,2.0,1,1,2,1,0,0,0,0,30000.0
47,165.0,150.0,4,6.0,8,10,5,2.0,1,1,1,1,1,0,0,110000,55000.0
13,100.0,90.0,2,4.0,7,10,4,1.0,1,1,1,0,0,0,0,0,14000.0
22,110.0,100.0,2,4.0,19,4,4,1.0,1,1,1,0,0,0,100,20000,16000.0
4,140.0,130.0,4,5.0,8,5,11,1.0,1,0,1,0,0,0,0,12000,12000.0
49,165.0,145.0,4,4.0,6,5,5,2.0,1,0,1,1,0,0,200,26500,26500.0
40,85.0,75.0,2,8.0,17,3,4,1.0,1,1,1,1,1,0,0,0,20000.0
29,70.0,65.0,2,4.0,17,10,4,1.0,1,1,1,0,0,0,0,0,14500.0
47,100.0,90.0,2,3.0,6,0,5,1.0,1,0,1,1,0,0,0,0,55000.0
39,145.0,125.0,4,3.0,7,5,4,1.0,1,0,1,0,0,0,100,15000,14500.0
17,90.0,80.0,2,2.0,0,10,4,1.0,1,0,1,0,1,0,650,21000,21000.0
0,35.0,30.0,0,4.0,17,6,4,1.0,0,0,3,0,0,0,0,22000,11000.0
17,220.0,195.0,6,7.0,11,5,7,3.0,1,1,1,1,1,0,0,0,72000.0
27,140.0,130.0,4,8.0,6,5,4,1.0,1,1,1,0,1,0,500,44000,22000.0
47,395.0,370.0,9,4.0,8,2,5,4.0,1,1,1,1,0,1,75,100000,40000.0
29,180.0,160.0,4,4.0,6,2,4,1.0,1,1,1,1,0,0,50,30000,30000.0
37,45.0,40.0,0,4.0,20,2,4,1.0,1,0,1,1,0,0,30,12000,12000.0
29,140.0,130.0,4,4.0,6,2,4,2.0,1,0,1,1,0,0,0,0,19500.0
39,110.0,100.0,2,4.0,0,4,4,2.0,1,1,2,1,1,0,500,40000,25000.0
17,115.0,100.0,2,3.0,7,10,5,2.0,1,1,2,1,1,0,0,0,55000.0
21,260.0,250.0,4,10.0,9,2,4,1.0,1,1,1,1,0,0,0,25000,25000.0
27,80.0,70.0,2,15.0,1,3,4,1.0,1,1,1,0,1,0,0,0,15000.0
6,180.0,170.0,4,5.0,7,10,5,3.0,1,1,1,1,0,0,500,80000,50000.0
3,160.0,150.0,4,7.0,7,3,4,1.0,1,1,1,0,0,0,200,25000,25000.0
17,100.0,75.0,2,3.0,6,10,4,1.0,1,1,2,1,1,0,1100,80000,25000.0
49,175.0,150.0,4,5.0,7,3,11,2.0,1,1,1,0,1,0,1000,100000,55000.0
47,90.0,85.0,2,13.0,13,3,4,1.0,1,1,1,1,1,0,1600,25000,20000.0
47,196.0,190.0,4,6.0,6,2,5,2.0,1,1,2,0,0,0,0,60000,60000.0
17,55.0,40.0,0,2.0,19,0,5,1.0,1,1,3,1,0,0,0,20000,20000.0
0,120.0,115.0,4,4.0,0,6,4,1.0,1,1,1,1,0,1,0,25000,15000.0
22,70.0,60.0,2,4.0,19,3,4,1.0,1,0,1,1,0,0,50,15000,15000.0
49,250.0,220.0,4,2.0,21,3,4,2.0,1,0,3,0,0,0,0,60000,30000.0
24,155.0,145.0,4,5.0,0,10,4,2.0,1,1,1,1,0,0,0,23000,27000.0
47,65.0,60.0,0,2.0,6,5,4,1.0,0,0,3,0,0,0,75,25000,25000.0
13,75.0,70.0,2,4.0,19,10,4,1.0,0,1,1,1,0,0,0,14000,14000.0
17,150.0,130.0,6,3.0,0,7,5,2.0,1,0,3,0,0,0,0,25000,25000.0
20,75.0,65.0,1,3.0,19,10,4,1.0,1,0,1,0,0,0,0,11000,11000.0
31,95.0,85.0,2,5.0,19,10,4,1.0,0,1,1,0,0,0,0,11000,12000.0
47,80.0,60.0,0,2.0,0,10,4,1.0,1,0,1,0,0,0,0,0,30000.0
17,165.0,145.0,4,4.0,0,3,5,1.0,1,1,1,1,0,1,100,0,46000.0
17,100.0,90.0,2,9.0,7,3,4,1.0,1,1,1,1,0,0,0,19000,19000.0
0,105.0,90.0,2,5.0,6,8,4,1.0,1,0,3,0,0,0,0,0,12750.0
43,100.0,90.0,2,3.0,7,0,4,1.0,1,1,0,0,1,0,0,0,20000.0
47,170.0,160.0,4,4.0,0,5,4,1.0,1,0,1,0,0,0,150,22000,20000.0
3,145.0,130.0,4,4.0,7,5,4,1.0,1,0,1,1,0,0,100,18000,18000.0
17,115.0,105.0,2,2.0,0,10,4,2.0,1,1,2,0,1,0,1500,33000,33000.0
48,120.0,100.0,4,5.0,17,6,4,1.0,1,0,3,1,0,0,100,16000,16000.0
40,195.0,185.0,5,10.0,9,3,5,2.0,1,1,0,1,1,0,1100,85000,42000.0
17,175.0,160.0,4,12.0,10,5,5,1.0,1,1,0,0,1,0,0,50000,29000.0
47,175.0,160.0,4,4.0,6,3,4,1.0,1,1,1,0,1,0,0,0,25000.0
17,85.0,80.0,0,9.0,7,2,3,1.0,1,1,1,1,1,0,0,32000,32000.0
40,240.0,220.0,6,4.0,8,3,4,3.0,1,1,1,0,0,0,0,25000,25000.0
20,80.0,70.0,2,5.0,6,0,4,1.0,1,1,1,0,0,0,200,15000,15000.0
1,50.0,45.0,0,4.0,17,5,4,1.0,1,0,1,1,0,0,0,35000,17500.0
47,200.0,180.0,4,4.0,8,6,4,1.0,1,0,3,1,0,0,0,0,35000.0
40,175.0,165.0,4,9.0,13,6,7,1.0,1,1,1,0,0,0,1250,50000,45000.0
47,350.0,280.0,6,2.0,6,10,4,2.0,1,0,1,1,0,0,0,0,55000.0
17,80.0,70.0,2,6.0,17,5,4,1.0,1,1,1,1,1,0,550,50000,14500.0
17,115.0,100.0,2,6.0,6,1,10,2.0,1,1,0,1,1,1,3000,200000,60000.0
17,160.0,150.0,4,10.0,9,2,5,1.0,1,1,1,0,0,0,250,25000,25000.0
43,100.0,95.0,2,4.0,19,2,11,1.0,1,1,1,0,0,0,0,12000,12000.0
12,180.0,155.0,4,12.0,3,5,4,1.0,1,1,1,0,0,0,500,30000,28000.0
17,120.0,100.0,2,1.0,0,6,9,1.0,1,0,1,0,0,0,0,11000,12000.0
12,125.0,100.0,2,8.0,12,2,4,1.0,1,1,1,1,0,0,400,0,20000.0
4,170.0,155.0,4,4.0,0,6,11,1.0,1,1,1,0,0,0,0,17500,17000.0
17,100.0,90.0,2,9.0,7,3,4,1.0,1,1,1,0,0,0,0,17000,17000.0
47,165.0,140.0,2,10.0,10,3,5,2.0,1,1,1,1,1,0,1500,120000,60000.0
17,130.0,120.0,4,2.0,6,9,4,2.0,1,0,1,1,1,0,750,29000,29000.0
49,180.0,165.0,4,8.0,7,5,4,1.0,1,1,1,0,0,0,150,30000,27500.0
33,130.0,120.0,2,6.0,9,6,4,1.0,1,1,1,1,0,0,0,0,26000.0
47,115.0,105.0,2,5.0,6,9,4,2.0,1,1,0,1,1,0,1000,0,40000.0
12,150.0,135.0,4,2.0,6,10,4,2.0,1,0,3,0,0,0,0,0,27500.0
43,150.0,145.0,6,4.0,7,2,4,2.0,1,0,3,1,0,0,150,25000,25000.0
12,75.0,70.0,2,2.0,14,2,4,1.0,1,1,1,1,0,0,200,0,25000.0
49,220.0,200.0,4,15.0,1,2,7,2.0,1,1,2,1,1,0,0,0,85000.0
29,140.0,125.0,4,10.0,0,5,11,1.0,1,1,1,0,0,0,0,0,16000.0
40,175.0,160.0,4,5.0,7,3,4,1.0,1,1,1,0,0,0,300,105000,35000.0
22,90.0,80.0,2,7.0,8,7,4,1.0,1,1,0,0,1,0,500,14000,14000.0
44,135.0,125.0,4,4.0,0,3,4,1.0,1,0,3,0,0,0,20,16000,15000.0
