mahalle,brut_alan_m2,net_alan_m2,oda_sayisi,bina_kat_sayisi,dairenin_bulundugu_kat,bina_yas,isitma_turu,banyo_sayisi,balkon,asansor,otopark,esya_durumu,site_icinde,sahibi,aidat,depozito,fiyat
17,110.0,100.0,2,3.0,6,2,4,1.0,1,0,1,1,0,0,0,50000,25000.0
17,50.0,47.0,0,2.0,19,10,4,1.0,1,0,1,1,0,0,100,30000,18000.0
47,105.0,100.0,2,14.0,10,10,5,1.0,1,1,0,0,0,0,0,1600,20000.0
33,80.0,75.0,2,5.0,8,0,4,1.0,1,0,1,0,0,0,100,19000,20000.0
42,65.0,55.0,0,10.0,12,9,4,1.0,1,1,2,1,1,0,2100,30000,19000.0
17,75.0,70.0,2,4.0,19,2,5,1.0,1,0,1,0,0,0,0,0,13000.0
47,75.0,70.0,0,4.0,19,9,4,1.0,1,1,1,1,0,0,0,20000,20000.0
25,60.0,50.0,0,4.0,0,4,4,1.0,0,1,1,1,0,0,0,26000,13000.0
49,185.0,170.0,4,15.0,5,2,5,2.0,1,1,0,0,1,0,7000,100000,70000.0
3,50.0,40.0,0,5.0,9,10,11,1.0,1,1,1,0,0,0,250,15000,14000.0
41,120.0,110.0,2,4.0,19,9,5,1.0,1,1,1,0,1,0,150,0,14500.0
33,95.0,85.0,2,4.0,0,4,4,1.0,1,1,2,0,1,0,500,20000,20000.0
49,220.0,200.0,4,2.0,21,2,4,2.0,1,0,2,0,1,0,0,70000,40000.0
47,220.0,200.0,4,8.0,9,3,5,2.0,1,1,1,1,0,0,0,30000,30000.0
24,85.0,75.0,2,3.0,6,0,4,1.0,1,1,1,0,0,0,0,0,19000.0
24,150.0,140.0,4,4.0,6,10,4,1.0,1,1,1,0,0,0,0,0,19500.0
37,45.0,40.0,0,5.0,19,6,4,1.0,0,0,1,1,0,0,50,10000,10250.0
17,165.0,155.0,4,11.0,13,3,4,2.0,1,1,1,1,1,0,75,20000,20000.0
12,75.0,65.0,0,2.0,14,2,4,1.0,1,0,3,1,0,0,0,18000,17000.0
30,90.0,75.0,2,3.0,7,8,4,1.0,1,0,3,1,0,0,0,28000,14000.0
10,80.0,70.0,0,1.0,0,3,4,1.0,1,0,1,1,0,0,0,19500,19250.0
37,160.0,150.0,4,7.0,10,6,4,2.0,1,1,3,0,0,0,0,20000,20000.0
17,70.0,65.0,0,6.0,19,2,5,1.0,1,1,1,1,1,0,1000,19000,19000.0
30,140.0,130.0,4,4.0,8,5,4,1.0,1,0,1,0,0,0,0,13000,13000.0
7,60.0,50.0,0,5.0,21,10,4,1.0,1,1,1,1,0,1,250,11500,11500.0
45,180.0,160.0,9,4.0,8,8,4,2.0,1,0,3,0,0,0,0,20000,20000.0
49,170.0,160.0,4,12.0,1,2,5,2.0,1,1,1,1,0,0,0,50000,50000.0
11,110.0,100.0,2,6.0,10,5,4,1.0,1,1,3,0,0,0,100,16000,16000.0
23,210.0,200.0,4,5.0,9,8,4,1.0,1,1,3,1,0,0,0,2100,27000.0
17,85.0,70.0,2,12.0,13,3,4,1.0,1,1,2,1,1,1,900,35000,35000.0
28,130.0,110.0,4,4.0,7,6,11,1.0,1,0,3,0,0,0,0,13500,13500.0
30,140.0,130.0,4,4.0,7,5,11,1.0,1,0,1,0,0,0,0,13000,13000.0
22,140.0,135.0,4,4.0,7,2,5,2.0,1,0,1,1,0,0,0,18000,18000.0
47,180.0,170.0,4,7.0,0,5,4,2.0,1,1,1,0,1,0,0,25000,22750.0
37,150.0,140.0,4,7.0,0,6,4,1.0,1,1,1,0,0,0,0,25000,22000.0
40,220.0,200.0,4,15.0,5,2,5,2.0,1,1,2,1,1,0,4000,175000,87500.0
47,180.0,150.0,4,2.0,6,2,4,2.0,1,0,3,1,0,0,250,66000,33000.0
3,70.0,60.0,0,5.0,9,10,4,1.0,1,1,1,1,0,0,0,0,13500.0
25,65.0,60.0,0,3.0,6,10,4,1.0,0,1,3,1,0,0,0,0,15800.0
3,115.0,105.0,4,4.0,6,3,4,1.0,1,1,1,1,0,0,0,0,18000.0
17,75.0,70.0,0,3.0,19,10,4,1.0,1,0,3,1,0,0,0,36000,18000.0
40,180.0,170.0,4,10.0,1,8,7,2.0,1,1,1,0,0,0,1500,36000,36000.0
17,155.0,150.0,2,2.0,6,10,4,2.0,1,0,3,1,0,0,200,33000,33000.0
17,65.0,60.0,0,2.0,17,10,4,1.0,1,0,1,1,1,0,250,18000,18000.0
33,110.0,100.0,2,4.0,17,6,4,1.0,1,0,1,1,0,0,0,0,15000.0
34,55.0,45.0,0,6.0,6,9,4,1.0,1,1,1,1,0,0,0,0,19000.0
17,140.0,100.0,4,9.0,8,3,5,2.0,1,1,1,0,1,0,200,20000,20000.0
39,70.0,60.0,0,4.0,17,10,4,1.0,1,0,1,0,0,1,0,0,12800.0
17,100.0,98.0,2,4.0,6,3,5,1.0,1,0,3,0,1,0,0,0,17500.0
43,115.0,100.0,2,3.0,0,10,4,1.0,1,0,1,0,0,0,150,15000,15000.0
30,85.0,75.0,2,4.0,7,10,4,1.0,1,1,1,0,0,0,0,0,12000.0
35,70.0,55.0,0,5.0,6,3,4,1.0,0,1,3,1,0,1,350,34000,17000.0
1,150.0,130.0,4,7.0,10,5,5,1.0,1,1,1,1,0,0,0,30000,30000.0
47,180.0,170.0,4,7.0,0,5,4,2.0,1,1,1,0,1,0,0,25000,23500.0
23,220.0,200.0,4,6.0,10,5,4,1.0,1,1,3,1,0,0,100,25000,25000.0
17,65.0,60.0,0,2.0,0,2,4,1.0,0,0,1,1,1,0,0,18000,18000.0
20,110.0,90.0,2,5.0,9,10,11,1.0,1,0,3,1,0,1,200,0,14000.0
28,200.0,170.0,4,4.0,8,6,11,1.0,1,0,3,0,0,1,200,13000,13000.0
17,85.0,75.0,2,3.0,14,2,4,1.0,1,1,1,1,0,0,120,36000,17000.0
1,115.0,105.0,2,7.0,7,2,4,1.0,1,1,3,1,0,0,400,20000,20000.0
30,90.0,70.0,2,4.0,0,3,4,1.0,1,0,1,0,0,0,80,12000,12000.0
17,55.0,50.0,0,2.0,19,0,4,1.0,1,1,1,1,0,0,0,20000,20000.0
41,110.0,100.0,4,4.0,7,10,4,1.0,1,0,1,0,1,0,500,12000,12000.0
13,85.0,75.0,2,4.0,0,10,4,1.0,1,1,1,0,0,0,0,12000,12000.0
17,65.0,55.0,2,3.0,21,4,4,2.0,1,0,0,1,1,0,0,0,38500.0
15,60.0,50.0,0,4.0,8,5,4,1.0,1,0,1,0,0,0,100,11000,11000.0
44,110.0,100.0,2,3.0,6,3,4,1.0,1,0,1,1,0,0,0,14000,14000.0
12,190.0,180.0,4,13.0,0,2,5,2.0,1,1,1,1,0,0,0,0,26000.0
17,110.0,95.0,2,2.0,0,2,4,1.0,1,0,3,1,1,0,350,16000,16000.0
22,110.0,100.0,2,4.0,6,7,11,1.0,1,1,1,0,0,0,0,15000,15000.0
31,90.0,80.0,2,5.0,8,10,4,1.0,1,1,1,0,0,0,0,15000,15000.0
47,62.0,52.0,0,3.0,6,10,4,1.0,0,0,1,1,0,0,0,0,28000.0
44,150.0,135.0,4,5.0,8,5,4,1.0,1,0,1,0,0,0,0,13500,13000.0
20,135.0,125.0,4,4.0,6,8,4,1.0,1,0,1,0,0,0,0,0,11000.0
46,60.0,55.0,0,5.0,14,10,4,1.0,1,1,3,1,0,0,0,28000,15500.0
3,150.0,145.0,4,5.0,7,3,4,1.0,1,0,1,1,0,0,0,25000,25000.0
49,160.0,150.0,4,5.0,6,2,3,2.0,1,1,1,1,0,0,0,0,35000.0
20,140.0,130.0,4,3.0,6,3,4,1.0,1,0,1,0,0,0,0,0,14000.0
27,145.0,140.0,4,8.0,8,2,5,1.0,1,1,1,1,0,0,0,0,27000.0
17,50.0,45.0,0,2.0,14,9,4,1.0,1,0,3,1,1,0,2000,15000,15000.0
22,90.0,80.0,2,4.0,19,10,5,1.0,1,1,1,0,1,0,0,0,11500.0
12,60.0,60.0,0,4.0,14,2,4,1.0,1,0,3,1,0,0,0,15000,15000.0
47,180.0,160.0,4,10.0,8,3,5,1.0,1,1,1,0,1,0,1000,30000,30000.0
17,85.0,80.0,2,12.0,11,3,4,1.0,1,1,1,1,1,0,500,19000,19000.0
41,140.0,130.0,2,5.0,19,10,7,2.0,1,1,1,1,0,0,0,20000,15000.0
18,95.0,90.0,0,4.0,14,9,5,1.0,1,1,0,1,1,0,1500,100000,35000.0
17,70.0,60.0,0,6.0,14,2,5,1.0,1,1,1,1,1,0,1000,19000,19000.0
6,105.0,85.0,2,4.0,6,10,4,1.0,1,1,2,0,1,0,700,23000,23000.0
28,95.0,90.0,2,5.0,14,2,4,1.0,1,0,1,1,0,0,0,12000,13000.0
22,90.0,85.0,2,4.0,19,2,4,1.0,1,1,1,0,0,0,100,11500,11000.0
0,135.0,125.0,4,4.0,8,3,5,1.0,1,0,2,1,0,1,30,0,20000.0
17,85.0,40.0,11,3.0,6,10,4,1.0,1,0,1,1,0,0,0,0,12000.0
17,50.0,45.0,0,2.0,19,10,4,1.0,1,0,3,1,1,0,50,40000,17500.0
14,150.0,135.0,4,4.0,7,8,4,1.0,1,0,3,0,0,0,0,0,25000.0
17,45.0,40.0,0,3.0,0,4,4,1.0,1,1,2,1,1,0,0,0,20000.0
30,140.0,120.0,2,4.0,0,2,4,2.0,1,0,1,0,0,0,60,25000,20000.0
22,80.0,70.0,2,3.0,19,2,4,1.0,1,1,1,0,0,0,0,12000,12000.0
13,100.0,95.0,4,4.0,19,10,5,1.0,1,1,1,0,0,0,0,15900,13000.0
47,130.0,120.0,4,5.0,0,10,4,2.0,1,1,1,1,0,0,300,80000,40000.0
48,140.0,130.0,4,5.0,7,5,2,1.0,1,0,1,0,0,1,50,15000,15000.0
12,90.0,85.0,2,6.0,17,10,4,1.0,1,1,1,0,0,1,150,40000,20000.0
40,225.0,190.0,4,15.0,5,2,5,2.0,1,1,2,1,1,0,4000,0,87500.0
6,70.0,60.0,0,4.0,8,8,4,1.0,0,0,3,1,0,0,0,30000,15000.0
17,55.0,45.0,0,2.0,0,10,4,1.0,1,0,1,1,1,0,1750,0,22000.0
11,100.0,90.0,2,3.0,7,2,4,1.0,1,0,1,1,0,0,0,20000,20000.0
47,160.0,145.0,4,5.0,7,3,5,1.0,1,1,1,1,0,0,0,45000,35500.0
43,45.0,40.0,0,4.0,19,0,5,1.0,0,1,0,0,1,0,0,15000,15000.0
39,140.0,130.0,4,8.0,6,3,4,1.0,1,1,1,0,1,0,250,36000,17500.0
16,110.0,100.0,2,2.0,6,10,4,2.0,0,1,3,1,0,0,400,55000,30000.0
17,120.0,110.0,2,2.0,0,10,4,2.0,0,1,2,1,1,0,1800,60000,45000.0
27,155.0,145.0,4,15.0,12,5,4,2.0,1,1,1,1,1,0,500,22500,22500.0
49,165.0,160.0,4,10.0,11,2,11,2.0,1,1,1,0,1,0,2000,25000,25000.0
13,110.0,100.0,2,5.0,6,9,8,2.0,1,1,2,1,1,0,0,0,26000.0
49,175.0,165.0,4,5.0,7,6,11,2.0,1,1,1,0,0,0,0,0,20000.0
13,115.0,100.0,2,4.0,8,10,4,1.0,1,1,1,0,0,0,0,15000,15000.0
39,80.0,70.0,2,3.0,19,10,4,1.0,1,1,1,1,0,0,0,15000,15000.0
47,160.0,135.0,4,10.0,8,2,5,1.0,1,1,1,1,1,0,400,70000,30000.0
3,185.0,165.0,6,8.0,12,2,5,1.0,1,1,0,1,0,0,0,0,18000.0
17,150.0,140.0,4,11.0,12,2,4,1.0,1,1,3,0,0,0,150,20000,20000.0
17,120.0,100.0,2,3.0,6,10,4,2.0,1,1,2,1,1,0,1200,80000,40000.0
25,55.0,50.0,0,4.0,8,10,4,1.0,1,1,3,1,0,0,0,0,15800.0
29,150.0,140.0,4,4.0,0,3,11,2.0,1,1,1,0,0,0,150,20000,19000.0
48,180.0,160.0,6,4.0,8,9,4,2.0,1,1,1,0,0,0,0,0,25000.0
22,110.0,100.0,2,4.0,6,10,5,1.0,1,1,1,0,1,0,0,0,14000.0
47,85.0,75.0,2,7.0,17,9,5,1.0,1,1,2,1,0,0,1800,45000,30000.0
33,125.0,110.0,4,4.0,0,8,4,1.0,1,0,1,0,0,0,0,15000,15000.0
1,150.0,130.0,2,5.0,9,8,7,1.0,1,1,1,0,0,0,1000,30000,25000.0
25,95.0,85.0,2,3.0,0,2,4,1.0,1,0,1,0,0,0,0,15500,15500.0
47,70.0,65.0,0,3.0,0,7,4,1.0,1,1,3,1,0,0,0,20000,20000.0
17,50.0,45.0,0,2.0,14,10,4,1.0,1,1,1,1,0,0,0,29000,15000.0
20,120.0,105.0,2,3.0,0,10,4,2.0,1,0,1,0,0,0,0,15000,15000.0
25,130.0,115.0,4,5.0,9,6,4,2.0,1,0,1,0,0,0,50,14000,13500.0
17,85.0,75.0,2,4.0,19,10,4,1.0,1,1,1,1,1,0,400,22000,22000.0
47,100.0,90.0,2,2.0,0,2,4,1.0,1,0,1,0,0,0,250,23000,23000.0
30,55.0,52.0,0,4.0,6,0,10,1.0,1,1,1,1,0,1,300,20000,25000.0
17,135.0,125.0,4,3.0,7,2,5,2.0,1,0,1,1,0,0,0,30000,30000.0
29,180.0,170.0,4,3.0,6,2,5,2.0,1,1,2,0,1,1,1250,80000,40000.0
47,70.0,65.0,0,4.0,6,10,4,1.0,1,1,3,1,0,0,0,16000,14350.0
46,140.0,125.0,2,7.0,0,3,4,1.0,0,1,3,1,0,1,200,20000,25000.0
17,130.0,120.0,4,3.0,6,10,4,2.0,1,0,1,0,0,0,1000,25000,25000.0
22,120.0,95.0,2,6.0,6,10,4,1.0,1,1,1,0,1,0,200,15000,14999.0
45,95.0,85.0,2,4.0,19,4,5,1.0,1,1,2,1,1,0,350,35000,29995.0
40,125.0,115.0,2,5.0,7,2,5,1.0,1,1,1,0,0,0,150,27000,27000.0
49,170.0,160.0,4,10.0,10,5,11,1.0,1,1,1,0,1,0,0,0,25000.0
47,120.0,110.0,2,15.0,5,3,4,1.0,1,1,1,0,1,0,1600,60000,30000.0
49,90.0,80.0,2,3.0,7,5,4,1.0,1,0,1,1,0,0,0,0,40000.0
3,145.0,130.0,4,4.0,0,6,11,1.0,1,0,1,0,0,0,75,0,15000.0
40,150.0,140.0,4,4.0,0,8,4,1.0,1,0,1,0,0,0,0,0,25000.0
24,160.0,150.0,4,5.0,6,2,11,1.0,1,1,1,0,1,0,0,20000,20000.0
17,105.0,97.0,0,2.0,6,10,4,1.0,1,0,1,1,0,0,0,40000,20000.0
48,140.0,135.0,4,6.0,10,6,4,1.0,1,0,3,0,0,0,100,15000,15000.0
49,150.0,140.0,4,5.0,6,2,11,2.0,1,1,1,0,1,0,575,23000,23000.0
17,45.0,40.0,0,7.0,17,6,4,1.0,0,1,1,1,1,0,500,15000,14000.0
33,120.0,100.0,4,4.0,7,6,4,2.0,1,0,3,0,0,0,100,15000,15000.0
47,200.0,180.0,6,15.0,13,2,5,3.0,1,1,1,1,1,0,0,45000,45000.0
22,65.0,55.0,0,4.0,6,0,4,1.0,1,1,1,0,0,0,0,15000,13500.0
25,150.0,135.0,4,6.0,9,7,5,2.0,1,1,2,0,0,0,500,50000,25000.0
0,180.0,155.0,4,7.0,6,5,4,1.0,1,1,1,1,0,0,0,30000,21750.0
29,180.0,160.0,4,8.0,7,5,5,2.0,1,1,1,0,0,0,500,33000,29500.0
37,150.0,130.0,2,6.0,10,4,5,2.0,1,1,1,1,0,0,0,30000,26750.0
17,90.0,80.0,2,2.0,6,9,4,1.0,1,0,1,1,0,0,0,0,25000.0
12,65.0,55.0,0,3.0,0,9,4,1.0,0,1,1,1,0,0,0,25000,25000.0
35,110.0,95.0,2,5.0,9,6,4,1.0,1,0,1,0,0,0,100,11000,11000.0
22,125.0,112.0,2,5.0,0,9,4,2.0,1,1,1,1,1,0,1100,35000,17800.0
17,60.0,50.0,0,2.0,14,2,4,1.0,1,0,1,1,1,0,0,0,13000.0
29,220.0,180.0,6,5.0,8,2,11,2.0,1,1,1,0,0,0,150,22000,22000.0
17,115.0,105.0,2,2.0,19,2,4,1.0,1,0,1,1,0,0,200,25000,25000.0
12,90.0,80.0,2,15.0,20,5,4,1.0,1,1,2,0,1,0,1250,40000,20000.0
39,110.0,100.0,2,4.0,8,2,4,1.0,1,0,1,0,0,0,50,13000,13000.0
47,150.0,140.0,4,8.0,0,3,5,1.0,1,1,2,1,1,0,0,0,30000.0
39,115.0,110.0,2,5.0,6,2,4,1.0,1,1,1,0,0,0,150,16000,16000.0
17,120.0,110.0,2,3.0,6,3,4,1.0,1,1,1,0,0,0,250,16000,16000.0
34,170.0,160.0,4,17.0,2,2,5,1.0,1,1,0,1,0,0,0,25000,25000.0
49,220.0,200.0,8,13.0,3,2,4,2.0,1,1,1,0,0,0,0,30000,30000.0
30,70.0,65.0,2,5.0,21,10,5,1.0,1,1,1,1,0,1,500,20000,20000.0
17,100.0,80.0,2,4.0,0,3,4,2.0,1,0,3,1,0,0,300,25000,17500.0
